userId,id,title,description,image,updated_at,created_at,type,status,interest_count
kAuMYT7XggbGDaaQj8qS6mfFnHF3,8WppnkCaRQc3XDzAMTEX,Lemari TV Bekas dengan Rak Terbuka untuk Dekorasi,"Lemari TV bekas dengan rak terbuka untuk dekorasi, menambah estetika dan fungsi pada ruang keluarga Anda. Ingin ditukar dengan Rak serbaguna",https://storage.googleapis.com/barterbuddy.appspot.com/kAuMYT7XggbGDaaQj8qS6mfFnHF3/posts/8WppnkCaRQc3XDzAMTEX-1718186300941-lemari28.jpg,2024-06-12T09:58:21+00:00,2024-06-12T09:58:21+00:00,Barang,Tersedia,1
RW7XnFqrSAPBbYHcKjLpeUabco72,8bfgUyrrtAhG7w1ikSGQ,Splash N Shine,Splash N Shine menyediakan layanan cuci mobil cepat dan bersih \ndengan harga terjangkau.,https://storage.googleapis.com/barterbuddy.appspot.com/RW7XnFqrSAPBbYHcKjLpeUabco72/posts/8bfgUyrrtAhG7w1ikSGQ-1718186267270-jasa_cuci_mobil5.jpg,2024-06-12T09:57:47+00:00,2024-06-12T09:57:47+00:00,Jasa,Tersedia,1
OKkr4Otr4sh7eJZX0iHAm9EIG1D2,8rkZrz3AsX2xbHYjDV08,Jam Tangan Tag Heuer Carrera,"Kondisi mulus, semua fungsi bekerja dengan baik. Mencari tukar dengan gadget atau perangkat elektronik.",https://storage.googleapis.com/barterbuddy.appspot.com/OKkr4Otr4sh7eJZX0iHAm9EIG1D2/posts/8rkZrz3AsX2xbHYjDV08-1718186257991-jam_tangan5.jpg,2024-06-12T09:57:38+00:00,2024-06-12T09:57:38+00:00,Barang,Tersedia,1
Y1Lqc91tmbXJPgbxk7RMS6sDbur2,8wsnpvhW28LhJ1XEDhtG,Kursi Belajar,"Kursi belajar bekas yang ergonomis dan nyaman, kondisi sangat baik. Ingin ditukar dengan alat tulis lengkap.",https://storage.googleapis.com/barterbuddy.appspot.com/Y1Lqc91tmbXJPgbxk7RMS6sDbur2/posts/8wsnpvhW28LhJ1XEDhtG-1718186280792-kursi14.jpg,2024-06-12T09:58:00+00:00,2024-06-12T09:58:00+00:00,Barang,Tersedia,1
svy5h6QHWVgb15URcBJkiZBmTdj1,9GLWD71EwSzwcQGtbhDs,Sepeda BMX Thrill Agent,"Bekas, kondisi masih sangat bagus. Dapat ditukar dengan peralatan olahraga lain atau gadget.",https://storage.googleapis.com/barterbuddy.appspot.com/svy5h6QHWVgb15URcBJkiZBmTdj1/posts/9GLWD71EwSzwcQGtbhDs-1718186320983-sepeda6.jpg,2024-06-12T09:58:41+00:00,2024-06-12T09:58:41+00:00,Barang,Tersedia,1
K8WT4tMRZeh4UA2c73TLnxJJGbf2,9IxZUM2aJ0fgMjFx8rSK,Setrika Bekas Otomatis dengan Pengaturan Suhu,"Setrika bekas dengan pengaturan suhu otomatis, masih berfungsi dengan baik dan cocok untuk menyetrika berbagai jenis kain. Saya ingin menukarnya dengan panci presto atau blender multifungsi.",https://storage.googleapis.com/barterbuddy.appspot.com/K8WT4tMRZeh4UA2c73TLnxJJGbf2/posts/9IxZUM2aJ0fgMjFx8rSK-1718186586214-setrika2.jpeg,2024-06-12T10:03:06+00:00,2024-06-12T10:03:06+00:00,Barang,Tersedia,1
UcW8b0M7kVdqWNiRXWjAuC6xp5P2,9KELqoctX4QrGndTRgur,GreenThumb Gardens,Perawatan taman profesional untuk taman yang selalu indah.,https://storage.googleapis.com/barterbuddy.appspot.com/UcW8b0M7kVdqWNiRXWjAuC6xp5P2/posts/9KELqoctX4QrGndTRgur-1718186273135-jasa_tukang_kebun3.jpg,2024-06-12T09:57:53+00:00,2024-06-12T09:57:53+00:00,Jasa,Tersedia,1
I8z05WpaFleuhmM8hLBWJgzdgDv2,9SalTwY2MPLTLn1g7Hsl,Llukisan Pemandangan Lautan,Lukisan ini masih dalam kondisi sangat baik tanpa cacat yang signifikan. Saya ingin menukarnya dengan bahan seni lain seperti pensil warna berkualitas atau cat air.,https://storage.googleapis.com/barterbuddy.appspot.com/I8z05WpaFleuhmM8hLBWJgzdgDv2/posts/9SalTwY2MPLTLn1g7Hsl-1718186236765-lukisan3.jpg,2024-06-12T09:57:16+00:00,2024-06-12T09:57:16+00:00,Barang,Tersedia,1
VP5fwLYm6fVfQ8qzsJ5vniRDxyf1,9WGcOJ7GlJsAYD7RXH4E,Kamera Nikon D750,"Masih seperti baru, digunakan hanya beberapa bulan. Ingin menukar dengan lensa kamera atau gadget.",https://storage.googleapis.com/barterbuddy.appspot.com/VP5fwLYm6fVfQ8qzsJ5vniRDxyf1/posts/9WGcOJ7GlJsAYD7RXH4E-1718186275111-kamera6.jpg,2024-06-12T09:57:55+00:00,2024-06-12T09:57:55+00:00,Barang,Tersedia,1
OZYgLJ7QVIQ5xou3lE6kwCsU8o83,9cYl4Y8MtTokclSi2diU,Jam Tangan Casio G-Shock,"Kondisi bekas, namun masih berfungsi dengan baik. Ingin menukar dengan jam tangan lain atau gadget.",https://storage.googleapis.com/barterbuddy.appspot.com/OZYgLJ7QVIQ5xou3lE6kwCsU8o83/posts/9cYl4Y8MtTokclSi2diU-1718186258904-jam_tangan7.jpg,2024-06-12T09:57:38+00:00,2024-06-12T09:57:38+00:00,Barang,Tersedia,1
CdVVuMpNGdWZjYN8HMbUKTE1stg1,9lgyvyyRb68dCX8Lv5uw,Televisi Philips 43 Inch,"Sudah digunakan selama 1 tahun, namun masih berfungsi dengan sempurna. Dicari gitar akustik.",https://storage.googleapis.com/barterbuddy.appspot.com/CdVVuMpNGdWZjYN8HMbUKTE1stg1/posts/9lgyvyyRb68dCX8Lv5uw-1718186219559-televisi5.jpg,2024-06-12T09:56:59+00:00,2024-06-12T09:56:59+00:00,Barang,Tersedia,1
3QcWUGf9igTUcD4iUcICsBhL0gC2,9taCl56Ja8xxVEWHwLgU,jasa_pindahan Ekonomis,Jasa Pindahan Ekonomis,https://storage.googleapis.com/barterbuddy.appspot.com/3QcWUGf9igTUcD4iUcICsBhL0gC2/posts/9taCl56Ja8xxVEWHwLgU-1718186195957-jasa_pindahan2.jpg,2024-06-12T09:56:36+00:00,2024-06-12T09:56:36+00:00,Jasa,Tersedia,1
V012JjhLQ3RGu68LIZT782byCwl1,A32gR7MeNX2pzNPTAboO,Perawatan Rumput dan \nLanskap,Sentuhan alam untuk taman yang asri dan menawan.,https://storage.googleapis.com/barterbuddy.appspot.com/V012JjhLQ3RGu68LIZT782byCwl1/posts/A32gR7MeNX2pzNPTAboO-1718186273928-jasa_tukang_kebun5.jpg,2024-06-12T09:57:54+00:00,2024-06-12T09:57:54+00:00,Jasa,Tersedia,1
dkNGxLoeLdPzb9KwP94SbwARzuG2,ADIcMNh9SmPu8KaEkNc7,Microsoft Surface Laptop 3,"Kondisi sangat baik, touchscreen, keyboard nyaman. Ingin ditukar dengan PlayStation 5.",https://storage.googleapis.com/barterbuddy.appspot.com/dkNGxLoeLdPzb9KwP94SbwARzuG2/posts/ADIcMNh9SmPu8KaEkNc7-1718186287698-laptop12.jpg,2024-06-12T09:58:07+00:00,2024-06-12T09:58:07+00:00,Barang,Tersedia,1
sBvC58bjk4fL8034nkp7zKA9Iqh1,AY03hJkALU3etVG87CT1,Rak Buku Besi Kecil,"Lemari buku bonus dengan novel harry potter, kondisi bekas, beberapa goresan. Ingin menukar dengan rak buku atau meja kecil.",https://storage.googleapis.com/barterbuddy.appspot.com/sBvC58bjk4fL8034nkp7zKA9Iqh1/posts/AY03hJkALU3etVG87CT1-1718186318581-rak_buku23.jpg,2024-06-12T09:58:38+00:00,2024-06-12T09:58:38+00:00,Barang,Tersedia,1
UXEFfisnYKf0jnKSgXB3EsqssB23,AcvfdrceryWgAMmVKoir,RenovArt Design,Jasa renovasi dengan desain kreatif dan kualitas terbaik.,https://storage.googleapis.com/barterbuddy.appspot.com/UXEFfisnYKf0jnKSgXB3EsqssB23/posts/AcvfdrceryWgAMmVKoir-1718186272383-jasa_renovasi_rumah3.jpg,2024-06-12T09:57:52+00:00,2024-06-12T09:57:52+00:00,Jasa,Tersedia,1
312WUx9lcCNn46o7jPWDTHJbQJP2,AsnbHB3t4vNhoOcnUqTi,Televisi Polaroid 32 Inch,"Barang antik, cocok untuk koleksi. Ingin barter dengan sepeda lipat.",https://storage.googleapis.com/barterbuddy.appspot.com/312WUx9lcCNn46o7jPWDTHJbQJP2/posts/AsnbHB3t4vNhoOcnUqTi-1718186334375-televisi16.jpg,2024-06-12T09:58:54+00:00,2024-06-12T09:58:54+00:00,Barang,Tersedia,1
ljfkqKKDZJQf7duN3OUTDDkrjK22,Aw9zHzmSZia7LVZKKcKH,Bahasa Inggris untuk Traveling,Pelajari frasa dan kosakata penting untuk berkomunikasi saat traveling.,https://storage.googleapis.com/barterbuddy.appspot.com/ljfkqKKDZJQf7duN3OUTDDkrjK22/posts/Aw9zHzmSZia7LVZKKcKH-1718186303584-les_bahasa_inggris9.jpg,2024-06-12T09:58:23+00:00,2024-06-12T09:58:23+00:00,Jasa,Tersedia,1
Cr7jkbtLXRdhCkvfDw6wkEfkz773,B4Kat76hGIY4xu3KoFTq,Sepatu Sandal Wanita Birkenstock,"Sandal Birkenstock, kondisi bagus, ingin ditukar dengan dompet kulit yang elegan.",https://storage.googleapis.com/barterbuddy.appspot.com/Cr7jkbtLXRdhCkvfDw6wkEfkz773/posts/B4Kat76hGIY4xu3KoFTq-1718186358478-sepatu12.jpg,2024-06-12T09:59:18+00:00,2024-06-12T09:59:18+00:00,Barang,Tersedia,1
nXL1tawuE3U9OnDcrw2cOA8EIom2,BAnxeGOf4vELrUwjkJxw,Meja Konsol Antik,"Meja konsol antik dengan ukiran detail, sedikit mengalami kerusakan di bagian kaki. Saya mencari pertukaran dengan lukisan atau patung dekoratif.",https://storage.googleapis.com/barterbuddy.appspot.com/nXL1tawuE3U9OnDcrw2cOA8EIom2/posts/BAnxeGOf4vELrUwjkJxw-1718186308039-meja10.jpg,2024-06-12T09:58:28+00:00,2024-06-12T09:58:28+00:00,Barang,Tersedia,1
Kv1tMp0fqWRNqq99sdH0YdtW4R12,BrYH6ajkB7f2dpgGkvi3,Smartphone Sony Xperia XZ2,"Smartphone bekas, masih berfungsi dengan baik. Mencari tukar dengan konsol game atau alat musik.",https://storage.googleapis.com/barterbuddy.appspot.com/Kv1tMp0fqWRNqq99sdH0YdtW4R12/posts/BrYH6ajkB7f2dpgGkvi3-1718186248527-smartphone10.jpg,2024-06-12T09:57:28+00:00,2024-06-12T09:57:28+00:00,Barang,Tersedia,1
nxF9yNDGtaY55VTiIbUcPIspgRS2,CIzjWNSyqwqemKnTbt5D, Meja Rias Kayu Jati,"Meja rias dari kayu jati tua, masih kokoh dan elegan. Saya ingin menukarnya dengan kursi empuk atau lemari penyimpanan.",https://storage.googleapis.com/barterbuddy.appspot.com/nxF9yNDGtaY55VTiIbUcPIspgRS2/posts/CIzjWNSyqwqemKnTbt5D-1718186308789-meja12.jpg,2024-06-12T09:58:28+00:00,2024-06-12T09:58:28+00:00,Barang,Tersedia,1
L8ksxsOICUUH9EQ8AMhb57ITJ1Y2,CVkOePiXaIH7cBBtT0L9,Vas Bambu Rustik,Vas bambu handmade dengan sentuhan rustik yang indah. Kondisinya masih baru dan siap mempercantik ruangan Anda. Saya tertarik untuk menukarnya dengan barang kerajinan tangan lainnya atau mungkin tanaman hias yang unik.,https://storage.googleapis.com/barterbuddy.appspot.com/L8ksxsOICUUH9EQ8AMhb57ITJ1Y2/posts/CVkOePiXaIH7cBBtT0L9-1718186590368-vas1.jpg,2024-06-12T10:03:10+00:00,2024-06-12T10:03:10+00:00,Barang,Tersedia,1
jbJxJinyQkO6RiW6ZPzL4s0voQ53,D36Un8uegclrBJWltGpY,Lemari Serbaguna Bekas untuk Ruang Tamu,"Lemari serbaguna bekas untuk ruang tamu, cocok untuk menyimpan berbagai barang dengan desain yang stylish, beberapa bagian kayu mulai pudar. Ingin ditukar dengan gitar akustik.",https://storage.googleapis.com/barterbuddy.appspot.com/jbJxJinyQkO6RiW6ZPzL4s0voQ53/posts/D36Un8uegclrBJWltGpY-1718186299924-lemari26.jpg,2024-06-12T09:58:20+00:00,2024-06-12T09:58:20+00:00,Barang,Tersedia,1
Ifrv854dmuasPckFZCGGIVuEjbq1,D7qW41vJNaa17VJQc0oR,Kemeja Denim Bekas,"Kemeja denim bekas dalam kondisi seperti baru, ukuran L. Saya akan menukarnya dengan sepatu olahraga yang cocok untuk ukuran 42.",https://storage.googleapis.com/barterbuddy.appspot.com/Ifrv854dmuasPckFZCGGIVuEjbq1/posts/D7qW41vJNaa17VJQc0oR-1718186238728-kemeja1.jpg,2024-06-12T09:57:18+00:00,2024-06-12T09:57:18+00:00,Barang,Tersedia,1
4rgdQEwsJmaE9KvdqTpmAZ4FLvM2,DYP1Ic5o1OdpRPyiDyeP,Televisi Supersonic 40 Inch,"Karena sudah tidak digunakan lagi, kondisi masih seperti baru. Butuh alat pijat sebagai tukar",https://storage.googleapis.com/barterbuddy.appspot.com/4rgdQEwsJmaE9KvdqTpmAZ4FLvM2/posts/DYP1Ic5o1OdpRPyiDyeP-1718186339686-televisi27.jpg,2024-06-12T09:58:59+00:00,2024-06-12T09:58:59+00:00,Barang,Tersedia,1
YnhXq8a1wQXRgKZukfI1YB9wt7p1,DdDDJ5VwipcT8Zu4HobZ,Kursi Balkon,"Kursi balkon bekas yang cocok untuk menikmati pemandangan luar ruangan, sedikit pudar warnanya. Ingin ditukar dengan set peralatan BBQ.",https://storage.googleapis.com/barterbuddy.appspot.com/YnhXq8a1wQXRgKZukfI1YB9wt7p1/posts/DdDDJ5VwipcT8Zu4HobZ-1718186281496-kursi16.jpg,2024-06-12T09:58:01+00:00,2024-06-12T09:58:01+00:00,Barang,Tersedia,1
s1hPY78v9GTblye8yLAlpTBsg1j1,DdqtKvVJlj6PDG434a2S,Rak Buku Anak Putih,"Kondisi bekas, beberapa bagian sudah pudar. Ingin menukar dengan lemari dokumen atau rak buku.",https://storage.googleapis.com/barterbuddy.appspot.com/s1hPY78v9GTblye8yLAlpTBsg1j1/posts/DdqtKvVJlj6PDG434a2S-1718186317797-rak_buku21.jpg,2024-06-12T09:58:37+00:00,2024-06-12T09:58:37+00:00,Barang,Tersedia,1
TT2mVU7p6EM1cvd0HXjP97B1zY02,Dz7WoiWvJarroXZfU27y,Healthy Paws Klinik Hewan,Layanan kesehatan dan perawatan hewan dengan dokter hewan \nberpengalaman.,https://storage.googleapis.com/barterbuddy.appspot.com/TT2mVU7p6EM1cvd0HXjP97B1zY02/posts/Dz7WoiWvJarroXZfU27y-1718186270516-jasa_perawatan_hewan4.jpg,2024-06-12T09:57:50+00:00,2024-06-12T09:57:50+00:00,Jasa,Tersedia,1
AcXqdxD5czSrOOiW9ArIgolAV9U2,EBizS0XxxXQSgP1aV2Ci,Sepeda Balap Wimcycle Roadchamp,"Memiliki desain aerodinamis, kondisi bekas namun masih baik. Bisa ditukar dengan peralatan olahraga lain atau gadget.",https://storage.googleapis.com/barterbuddy.appspot.com/AcXqdxD5czSrOOiW9ArIgolAV9U2/posts/EBizS0XxxXQSgP1aV2Ci-1718186213078-sepeda4.jpg,2024-06-12T09:56:53+00:00,2024-06-12T09:56:53+00:00,Barang,Tersedia,1
1FsrMukzX3NEwvmNgPWNMZsibJV2,EF2jYrclnVNryi0QBiGI,Televisi RCA 43 Inch,"Televisi bekas, kondisi masih sangat bagus. Ingin barter dengan oven.",https://storage.googleapis.com/barterbuddy.appspot.com/1FsrMukzX3NEwvmNgPWNMZsibJV2/posts/EF2jYrclnVNryi0QBiGI-1718186332659-televisi11.jpg,2024-06-12T09:58:52+00:00,2024-06-12T09:58:52+00:00,Barang,Tersedia,1
CyT7tugAFANF5kIYMR86El1fKKz2,ELSKDUbcQi2d8NIjcaLw,Tas Laptop Vintage Tumi,"Tas laptop Tumi model vintage, berwarna cokelat tua. Kondisi masih bagus, namun saya ingin menukarnya dengan tas laptop yang lebih ringan.",https://storage.googleapis.com/barterbuddy.appspot.com/CyT7tugAFANF5kIYMR86El1fKKz2/posts/ELSKDUbcQi2d8NIjcaLw-1718186358892-tas_laptop1.jpeg,2024-06-12T09:59:18+00:00,2024-06-12T09:59:18+00:00,Barang,Tersedia,4
esn54MnbFZTsob7l3RyGTydsxEI3,EStq02WBt4c8BOnXREVY,Lemari Kayu Jati Bekas dengan Desain Klasik,"Lemari kayu jati bekas, masih kokoh dengan beberapa goresan halus. Ingin ditukar dengan meja belajar.",https://storage.googleapis.com/barterbuddy.appspot.com/esn54MnbFZTsob7l3RyGTydsxEI3/posts/EStq02WBt4c8BOnXREVY-1718186290407-lemari5.jpg,2024-06-12T09:58:10+00:00,2024-06-12T09:58:10+00:00,Barang,Tersedia,1
VUZaWVxVnPbfI7fZjz8F9Eiq9C03,EVPODPqZuH48aM8caAzi,Kamera Fujifilm X-T4,"Memiliki desain klasik, kondisi bekas namun masih baik. Bisa ditukar dengan gadget atau perangkat audio.",https://storage.googleapis.com/barterbuddy.appspot.com/VUZaWVxVnPbfI7fZjz8F9Eiq9C03/posts/EVPODPqZuH48aM8caAzi-1718186275467-kamera7.jpg,2024-06-12T09:57:55+00:00,2024-06-12T09:57:55+00:00,Barang,Tersedia,1
WMum8sahOPOx1eEfDBjAeGvaYku2,EVUQVIBrTzDEs8t9IXAy,Kursi Gaming Bekas,"Kursi gaming bekas dengan bantalan tebal dan fitur penyesuaian tinggi, sedikit aus di bagian dudukan. Ingin ditukar dengan headphone gaming.",https://storage.googleapis.com/barterbuddy.appspot.com/WMum8sahOPOx1eEfDBjAeGvaYku2/posts/EVUQVIBrTzDEs8t9IXAy-1718186277611-kursi5.jpg,2024-06-12T09:57:57+00:00,2024-06-12T09:57:57+00:00,Barang,Tersedia,1
g2pufFGb6mPTQYMyM9NwBYSyilu1,EVbtDPpDlK6wBA6U5iY7,Lemari Arsip Bekas Besi Kokoh,"Lemari arsip kantor, beberapa kunci sudah tidak berfungsi. Ingin ditukar dengan printer.",https://storage.googleapis.com/barterbuddy.appspot.com/g2pufFGb6mPTQYMyM9NwBYSyilu1/posts/EVbtDPpDlK6wBA6U5iY7-1718186294494-lemari14.jpg,2024-06-12T09:58:14+00:00,2024-06-12T09:58:14+00:00,Barang,Tersedia,1
AFUbFUuKgnfH0VxqzF2PvDP7lFF3,EW3X6gZbUAbcWb2BYM00,Garis Waktu: Sebuah Perjalanan Menghapus Luka,Novel bekas dengan cover yang agak kusam. Saya ingin ditukar dengan jam tangan yang masih berfungsi.,https://storage.googleapis.com/barterbuddy.appspot.com/AFUbFUuKgnfH0VxqzF2PvDP7lFF3/posts/EW3X6gZbUAbcWb2BYM00-1718186351412-buku8.jpg,2024-06-12T09:59:11+00:00,2024-06-12T09:59:11+00:00,Barang,Tersedia,1
46TRElDVnKZoBpkJiNaikNXMrtg2,EnRfNgdZ5Fe5rumA6TtD,Ahli Perawatan Tanaman,"Saya adalah seorang ahli dalam merawat tanaman, mulai dari pemilihan tanaman yang tepat hingga perawatan harian. Saya akan memastikan tanaman Anda tetap segar dan indah sepanjang waktu.",https://storage.googleapis.com/barterbuddy.appspot.com/46TRElDVnKZoBpkJiNaikNXMrtg2/posts/EnRfNgdZ5Fe5rumA6TtD-1718186197502-jasa_tukang_kebun1.jpg,2024-06-12T09:56:37+00:00,2024-06-12T09:56:37+00:00,Jasa,Tersedia,1
xwNhigNpXph7sfq87fPACKtquFT2,EtrqU3gnfgrH8rNHIg6n,Sepeda Fixie Thrill,"Ringan dan mudah digunakan, kondisi bekas. Mencari tukar dengan peralatan olahraga lain atau barang elektronik.",https://storage.googleapis.com/barterbuddy.appspot.com/xwNhigNpXph7sfq87fPACKtquFT2/posts/EtrqU3gnfgrH8rNHIg6n-1718186328712-sepeda21.jpg,2024-06-12T09:58:48+00:00,2024-06-12T09:58:48+00:00,Barang,Tersedia,1
312WUx9lcCNn46o7jPWDTHJbQJP2,EwmlAYmvvKA5Giw2wfZt,Fotografer,Menawarkan jasa fotografi profesional untuk acara Anda. Hubungi saya untuk detail lebih lanjut!,https://storage.googleapis.com/barterbuddy.appspot.com/312WUx9lcCNn46o7jPWDTHJbQJP2/posts/EwmlAYmvvKA5Giw2wfZt-1718186194169-jasa_fotografi4.jpg,2024-06-12T09:56:34+00:00,2024-06-12T09:56:34+00:00,Jasa,Tersedia,1
UESUj3sGsvOSjpcRHk5M6EkHT872,F0BTjiQU2oLXu92koRAI,Layanan Pindahan Antar Kota,Solusi pindahan efisien untuk kebutuhan Anda.,https://storage.googleapis.com/barterbuddy.appspot.com/UESUj3sGsvOSjpcRHk5M6EkHT872/posts/F0BTjiQU2oLXu92koRAI-1718186271616-jasa_pindahan6.jpg,2024-06-12T09:57:51+00:00,2024-06-12T09:57:51+00:00,Jasa,Tersedia,1
XVx1slw1p9S5sQHbdQFb2QvFAvu1,F24kYPRt9vlGRsu9cw4L,Kursi Kayu Antik Bekas,"Kursi kayu antik bekas, menambah nilai seni di rumah Anda. Detil ukiran yang indah, meski ada beberapa tanda usia.",https://storage.googleapis.com/barterbuddy.appspot.com/XVx1slw1p9S5sQHbdQFb2QvFAvu1/posts/F24kYPRt9vlGRsu9cw4L-1718186279020-kursi9.jpg,2024-06-12T09:57:59+00:00,2024-06-12T09:57:59+00:00,Barang,Tersedia,1
63Qa8P1IXgapAfxn8RfiO2m42gr2,FRDCuerd2tl87MxtNkjB,Televisi Sony Bravia 55 Inch,"Kondisi mulus, semua fungsi bekerja dengan baik. Ingin ditukar dengan sepeda gunung.",https://storage.googleapis.com/barterbuddy.appspot.com/63Qa8P1IXgapAfxn8RfiO2m42gr2/posts/FRDCuerd2tl87MxtNkjB-1718186342347-televisi34.jpg,2024-06-12T09:59:02+00:00,2024-06-12T09:59:02+00:00,Barang,Tersedia,1
4HoV63nmRBXU5HCrG4RN11s6sBi2,FTmtDBonrmrNzsSr3ldV,Canon EOS 5D Mark III,Kamera DSLR Canon EOS 5D Mark III bekas. Sensor full-frame dengan resolusi 22.3 megapiksel. Digunakan dengan baik untuk fotografi profesional.,https://storage.googleapis.com/barterbuddy.appspot.com/4HoV63nmRBXU5HCrG4RN11s6sBi2/posts/FTmtDBonrmrNzsSr3ldV-1718186198456-kamera1.jpg,2024-06-12T09:56:38+00:00,2024-06-12T09:56:38+00:00,Barang,Tersedia,1
SX0Lv4qNkDPvPTgUw9gM18l0AuK2,FVph2Lv7qFtKVglDIpi6,Gleam Auto Care,"Gleam Auto Care memberikan perawatan mobil lengkap dan profesional,\ndari cuci mobil hingga detailing.",https://storage.googleapis.com/barterbuddy.appspot.com/SX0Lv4qNkDPvPTgUw9gM18l0AuK2/posts/FVph2Lv7qFtKVglDIpi6-1718186267838-jasa_cuci_mobil6.jpg,2024-06-12T09:57:47+00:00,2024-06-12T09:57:47+00:00,Jasa,Tersedia,1
cZCUNzRmOMh2sdf05w1iAdQCP482,FVsCUEaxhodjm7srB4Yw,Dell XPS 13,"Laptop dalam kondisi prima, pemakaian sehari-hari, layar Full HD. Ingin ditukar dengan sepeda lipat.",https://storage.googleapis.com/barterbuddy.appspot.com/cZCUNzRmOMh2sdf05w1iAdQCP482/posts/FVsCUEaxhodjm7srB4Yw-1718186285896-laptop7.jpg,2024-06-12T09:58:05+00:00,2024-06-12T09:58:05+00:00,Barang,Tersedia,1
MxAwPBxkXrMAvL90pCj1UkPt2ET2,FZcajuUQJKtQEKiMaYxH,Smartphone Motorola Edge,"Smartphone bekas, namun performa masih optimal. Ingin menukar dengan laptop atau perangkat fotografi.",https://storage.googleapis.com/barterbuddy.appspot.com/MxAwPBxkXrMAvL90pCj1UkPt2ET2/posts/FZcajuUQJKtQEKiMaYxH-1718186253718-smartphone23.jpg,2024-06-12T09:57:33+00:00,2024-06-12T09:57:33+00:00,Barang,Tersedia,1
HWVPaICMx9Z3snRaxAeWN0XLV9i1,FllrmLJlhCsTqVhjuIxY,Mouse Gaming Corsair Bekas,Mouse gaming Corsair bekas dengan DPI tinggi dan banyak tombol programabel. Beberapa tombol mungkin memerlukan sedikit perbaikan. Saya mencari SSD atau RAM DDR4 untuk ditukar.,https://storage.googleapis.com/barterbuddy.appspot.com/HWVPaICMx9Z3snRaxAeWN0XLV9i1/posts/FllrmLJlhCsTqVhjuIxY-1718186234424-mouse2.jpeg,2024-06-12T09:57:14+00:00,2024-06-12T09:57:14+00:00,Barang,Tersedia,1
0fYvIFDOBBX4utW24X4sXBiCDuP2,Fo6KMwi0tEzt7Hd88F52,Televisi TCL 32 Inch,Memiliki fitur-fitur terbaru dan canggih. Dicari kamera DSLR sebagai barter.,https://storage.googleapis.com/barterbuddy.appspot.com/0fYvIFDOBBX4utW24X4sXBiCDuP2/posts/Fo6KMwi0tEzt7Hd88F52-1718186332297-televisi10.jpg,2024-06-12T09:58:52+00:00,2024-06-12T09:58:52+00:00,Barang,Tersedia,1
eYg5t5waafP2cuLtjMKisRBodep2,FrjE25w9Iv94fYTtONKc,Lenovo IdeaPad S340,"Kondisi baik, baterai masih tahan lama, cocok untuk tugas ringan. Ingin ditukar dengan tablet iPad Air.",https://storage.googleapis.com/barterbuddy.appspot.com/eYg5t5waafP2cuLtjMKisRBodep2/posts/FrjE25w9Iv94fYTtONKc-1718186289676-laptop17.jpg,2024-06-12T09:58:09+00:00,2024-06-12T09:58:09+00:00,Barang,Tersedia,1
5nDK2qFK4ofSnHPYb3x2LVVWsVy2,FrolZy0m1kOH3sxonBtb,Kursi Makan Modern,Kursi makan bekas dengan desain modern dan ringan. Cocok untuk ruang makan kecil.,https://storage.googleapis.com/barterbuddy.appspot.com/5nDK2qFK4ofSnHPYb3x2LVVWsVy2/posts/FrolZy0m1kOH3sxonBtb-1718186201151-kursi3.jpg,2024-06-12T09:56:41+00:00,2024-06-12T09:56:41+00:00,Barang,Tersedia,1
qDgWxJSI2wcvtIRtjfUKwoouoak2,FyOo5TrlCNdnxzhRq8kP,Rak Buku Kayu Sederhana,"Kondisi bekas, masih kuat dan stabil. Mencari tukar dengan peralatan dapur atau perangkat elektronik.",https://storage.googleapis.com/barterbuddy.appspot.com/qDgWxJSI2wcvtIRtjfUKwoouoak2/posts/FyOo5TrlCNdnxzhRq8kP-1718186314460-rak_buku12.jpg,2024-06-12T09:58:34+00:00,2024-06-12T09:58:34+00:00,Barang,Tersedia,1
pLL9Uxc3LZPGuNq1vCTDDKgPRf83,G1bVbmr6NtyVw2wvxsH1,Rak Buku Kayu Jati,"Desain klasik, kondisi baik, beberapa goresan kecil. Bisa ditukar dengan kursi atau meja antik.",https://storage.googleapis.com/barterbuddy.appspot.com/pLL9Uxc3LZPGuNq1vCTDDKgPRf83/posts/G1bVbmr6NtyVw2wvxsH1-1718186312202-rak_buku6.jpg,2024-06-12T09:58:32+00:00,2024-06-12T09:58:32+00:00,Barang,Tersedia,1
2TjBkgTn6tcKkR8YmMUIih529Ey2,GE8DsJZt93k8YpMYyfiF,Layanan Fotografi Berkualitas,Menyediakan layanan fotografi berkualitas tinggi. Percayakan momen-momen penting Anda pada saya.,https://storage.googleapis.com/barterbuddy.appspot.com/2TjBkgTn6tcKkR8YmMUIih529Ey2/posts/GE8DsJZt93k8YpMYyfiF-1718186193458-jasa_fotografi3.jpg,2024-06-12T09:56:33+00:00,2024-06-12T09:56:33+00:00,Jasa,Tersedia,1
9hwyfQSwWxONSjc9czKk9BdUp8z2,GbtfqDmd1Wcj31IkXaKD,Rak Buku Kayu Jati,"Desain klasik, kondisi baik, beberapa goresan kecil. Bisa ditukar dengan kursi atau meja antik.",https://storage.googleapis.com/barterbuddy.appspot.com/9hwyfQSwWxONSjc9czKk9BdUp8z2/posts/GbtfqDmd1Wcj31IkXaKD-1718186210869-rak_buku3.jpg,2024-06-12T09:56:50+00:00,2024-06-12T09:56:50+00:00,Barang,Tersedia,1
